F_1,F_2
-0.49240248629292505,1.7034532546809356
-0.951511819342048,0.5375966947557891
-0.8885902416375423,-0.44316835727078446
-0.5122864717666996,1.456066346107624
-0.9449735129194021,-0.17779810100066062
-1.1865090697390863,0.20444502938992004
-0.8957894947182762,1.143389555773694
-0.8883632537946843,-0.7638200249172191
-0.9703828295686056,-1.2934321163784053
-0.8656580513655078,-0.6377847365700307
1.3057471699417087,-1.7483806982321854
4.74174811134261,0.8290648291137133
-0.6685790167609204,0.281808056991423
-0.49240248629292505,1.7034532546809356
-0.468004420925007,-0.40824094811479167
-0.4708558952812518,0.5437470993366529
-0.7263421182671155,0.04234043671957569
-0.6415172852139279,-0.31031168528070696
-0.965558868183179,0.15763696341558914
-0.3488353926916816,0.1859482897101108
-0.4855307085521904,1.650309388535912
-0.6090683356112927,0.6170326795544229
-0.494072878337652,0.31345393816832234
-0.2186428732638276,-1.412737772160011
-0.381151824844098,-0.6151839904795274
-0.31877077653927777,0.08127252153850333
-1.1580372929599696,0.3364179224624185
-0.7617442025234746,-1.258820863595927
-0.650373248717805,-0.1263937042970658
-0.4371164297941016,0.32258810046168507
-0.9339904201846914,0.5754010145035133
-1.1865090697390863,0.20444502938992004
-0.42129816274872617,-1.6829619200001311
-0.7636909563147312,0.24543394249934936
-1.0135071351441807,0.6199893750749705
-0.929094199300154,-0.19472992352013468
-0.39688198697688754,-1.0756018006865078
-0.42411907495265694,0.3761792740341258
0.07179644861096608,-1.351522006674543
-1.0412280163106913,1.2113210335933409
7.190265997298871,-0.7890197283658664
-0.6831511150664527,0.26550071765603706
-0.4204235397371815,-0.9338397804349791
-1.0224386708304178,1.2909294410299694
-0.038952333586916923,-1.5666355992136431
-0.5710966396747406,0.9792930775747258
-0.3469625588672798,1.7428770868026666
1.658479940220286,-0.3829920175999403
-0.6442001353843751,0.5024255998746462
-1.028851217513111,1.4321833075711456
-0.6391176037066117,0.44914046758460635
2.4616007106166733,1.0635796923596694
0.14376351508010304,-0.18892955955476592
0.07637323256296655,-0.32727196744658654
-0.40816432209972353,0.2064376421512229
-0.5475549375624102,-2.1107300582049984
-0.41047859009596643,-0.28824857205346865
-0.46663227942687135,-1.2692569056603444
10.155198762984433,1.0477966121042581
-0.4848920492453586,-1.0557641741549106
-0.8166831598916854,0.5153210450699364
-0.02461509945573591,0.7564389539746172
-0.8803504939356834,0.8174775081645108
2.3280553450990955,1.0473034401272243
-0.9156606923827888,0.5202163663958368
1.8653464498336771,0.9883428320031646
-0.4560570060376135,-0.7660858245040383
0.05795488258510489,-1.6495700813453462
-0.4415765386717812,-0.7920392456159931
-0.4638453478921055,1.013014192083645
-0.6050543985108725,0.6708802528905435
-0.9506127161332316,0.2986879726821594
-1.0244600357294833,1.097232409128132
-1.1849889105232212,0.3203050773145035
6.357443981640736,0.49002568160020227
-0.3957396098932007,-0.5007335903731499
-1.098331949149247,0.8142594198713834
-0.4735889238824928,-0.6770242744291143
-0.9531073961081244,-1.618785864814907
-0.803417473050986,0.29869138134862
-1.036830071632981,1.3443586870225743
-0.7550943096763716,0.04339427354482844
-1.0034735742176584,1.546793459853944
-0.547673294563304,-1.7126814235322767
-0.6679805460114978,0.2812321149923909
-0.38634858920286425,0.20537437465529512
-1.0059442661018634,0.9010953278247
-0.4829025868221922,-0.5152619252171804
-0.3790010164163786,-0.9601960212373434
1.8157666336290013,-0.9146355939012469
-0.4088217302970105,-0.28836811685261304
-0.35372101919782695,1.7403318157019039
0.14021522322665853,-1.585493846195032
-0.6333536140490821,0.47620797620950533
-0.1371097118785707,-1.1587388417722295
0.14206262712697382,-1.6544554029455862
-0.8481057039534002,-1.1005665205312734
-0.4697756708205517,0.5433621716786764
0.5245065055577703,-0.07749303066779101
-1.1917208282245484,0.29436218923495333
-1.0433581635133002,0.7880476317476689
0.9538472783657486,-1.7164274697751547
-0.6451676928349181,0.3965912698482194
4.223838344825023,1.1911899026094444
-0.4994924001641677,-0.18086910949748275
1.326272912777512,0.4099912759456336
-0.6368597669093944,0.1268578040272069
-0.6839370004950273,0.29202818921263035
-0.37629668933992344,-0.8615803261288779
-0.7429458097478869,0.23204505085266947
-0.4552520215596564,1.437596232551361
4.757228594674326,-0.1950241607984012
-0.48613429952077314,0.8186573287295899
-0.5369578283181765,-1.940288800613581
-0.6283922561093729,0.6703738676413284
0.14384634138449304,-1.4983610994787395
-0.39622887212923397,-0.7661517833874768
-1.1113469142505434,0.2540630896682972
-0.7688864427103369,1.8252762283864443
-0.48118778046203936,0.3773771431890477
-0.2335913013845708,-1.3158796296884483
-0.8584335915411856,-0.8607724366530788
-0.5220269878616632,-1.045849683868044
-0.6763848031740567,0.3084526516827327
1.2566310217672765,1.1629268595590279
-0.4066603194479597,-1.0364158271870263
-1.0658100852940164,1.1765029533773248
0.11182894886736947,-1.4835893347375464
-0.8956041481234049,-0.3453553119010634
3.4245811686416716,1.2140798673293864
-0.6413106696307165,0.5026585758277892
-0.9195941766484379,-0.19496611579186124
-0.49240248629292505,1.7034532546809356
-0.5053103889980509,-1.941349067285137
-0.7943049636559769,-0.6276253532009254
-0.605521258089194,0.8382252165485989
-0.9121514447656148,0.379841395839581
1.709969620261949,1.0248159156956504
-0.21363487373509948,-0.12394875228514246
0.09864430672083799,-0.8935767513490652
-1.043604716684475,1.2113332148997769
0.02872515201291799,-1.350799610683129
1.065043862549594,0.4237984842253448
0.27246348252454977,-0.4024830153332991
-0.4664393078279375,0.39390238764546565
6.685034438726621,0.5365257132748883
-0.9371859309217352,-0.9577214167038539
-0.9841678947904283,0.45859926728421063
-0.5992354552477047,0.864279080823286
0.05064193263526421,-0.32726533821907305
-0.9786806960547727,0.9891188837056379
-0.466779025896628,1.7216073696109715
-0.4742988898781939,-0.012883402581157222
-0.8738050748710422,-0.6108647713630152
17.097693035946932,1.4027224771105171
0.027524455638181983,1.1967548516735251
-0.4987874986635286,-0.18092800547980287
-0.9129912633137877,-0.7900334196563517
-0.38220734888655117,-0.7397197059757572
0.7156637322497912,-0.08469402830294781
-0.1471259634288854,-1.7187760106035654
-0.43301480647730706,0.32270468671779107
-0.4799460560189903,0.845252771803057
-0.6191450185165103,0.39536351889612315
-0.9498812444773747,0.5375851260480619
-0.9242400308159926,-0.3120976048575853
-0.48725470798799575,1.570678952358728
-0.08654500807580362,-0.8929806704059117
1.3052911545364034,1.176495973152013
-0.8708848495423673,-0.6108808089053601
-0.9830461360940872,-0.17788957024373064
-0.4622480338786972,-0.518299694035775
-0.7400641305733533,-1.0576774107951907
-0.33793012268521766,-0.6627678963170767
-0.6455970592256697,-1.6784037057396313
-0.5179640840640689,-0.9893212934265555
11.499804029673147,0.8190898096475577
-0.3794874875629223,-0.4271650291426319
-1.127984191262414,0.3349408215563804
-0.48862530106094704,-0.3219912072598396
-1.198087871010457,0.2945263009222739
-0.5170857308798831,0.3140777904264152
-1.1860978483754125,0.3201799635147965
1.4093301299063552,-2.237599652064298
-0.0031954039369246068,-1.4493533505668725
-1.0036712196558004,1.5467948621215473
-0.5659161671408687,-1.6307881762476262
6.483402333791476,0.5383949997964562
0.8980193501032971,-2.1920542852826315
0.4309581346192495,-0.16377632353836147
-0.30505744807856905,-2.184737507953496
14.608632143162964,-0.573267034184761
0.2262828822174544,-0.4871472061434801
-0.030411030897654484,-0.850930660682187
0.21353956632246687,0.04876301624932168
-0.7744211992995943,-1.0899076423104703
-1.063807669851297,0.9822983550660552
0.10291588633779442,1.1863667235085562
-1.043405234420205,1.2645772791916607
-0.7232715737132372,0.1907995437224969
-0.49240248629292505,1.7034532546809356
-0.22290487369213285,1.716522329314972
-0.5820140088810134,-2.125199989113641
-0.6845364325160945,0.2920581022021647
-0.9372933867728293,-0.6210402509682161
-0.2652004719238378,-0.43214559198991576
-0.4658779665666968,-1.2693161522095655
-0.7787311115053959,-1.0564206695765666
1.0215006751280615,0.8106925556033455
-0.4853330631140482,1.6503079862683088
-0.4930694900986534,-0.6394085579312621
0.2163617289746494,-1.6905220107041299
-1.1853217725472909,0.28461454268375685
-0.9137075249245952,1.4138303738837137
-1.1815285245575606,0.32013271448659847
